,carat,depth,table,price,x,y,z,Cut_num,Clarity_num,Color_num
46272,0.56,61.0,58.0,1755,5.29,5.34,3.24,3,4,6
46273,0.5,61.4,55.0,1755,5.09,5.14,3.14,3,5,6
46274,0.5,62.6,57.0,1755,5.02,5.08,3.16,3,5,6
46276,0.56,61.5,60.0,1755,5.27,5.3,3.25,4,3,6
46277,0.59,61.4,56.0,1755,5.33,5.42,3.3,5,4,6
46278,0.55,62.7,57.0,1755,5.2,5.23,3.27,5,4,7
46279,0.5,62.0,58.0,1755,5.09,5.14,3.17,5,5,6
46280,0.56,61.6,59.0,1755,5.27,5.32,3.26,5,3,4
46281,0.71,61.5,62.0,1755,5.61,5.66,3.47,2,3,1
46282,0.3,61.3,58.0,526,4.29,4.32,2.64,4,5,3
46283,0.3,63.5,54.0,526,4.25,4.28,2.71,2,4,4
46284,0.3,61.4,54.0,526,4.31,4.36,2.66,3,4,4
46285,0.3,61.9,57.0,526,4.29,4.33,2.67,5,3,6
46286,0.3,63.3,55.0,526,4.26,4.3,2.71,2,4,6
46287,0.3,61.7,56.0,526,4.27,4.29,2.64,3,3,6
46288,0.3,61.0,60.0,526,4.3,4.36,2.64,4,6,2
46289,0.3,63.1,57.0,526,4.24,4.26,2.68,2,5,3
46290,0.3,62.9,57.0,526,4.27,4.32,2.7,3,3,6
46291,0.3,63.0,56.0,526,4.27,4.3,2.7,3,4,4
46292,0.3,61.3,56.0,526,4.31,4.33,2.65,5,5,3
46293,0.3,60.6,61.0,526,4.29,4.32,2.61,3,4,4
46294,0.3,63.1,56.0,526,4.25,4.28,2.69,2,4,4
46295,0.3,63.0,59.0,526,4.21,4.27,2.67,3,5,3
46296,0.3,61.7,56.0,526,4.31,4.35,2.67,5,4,4
46297,0.3,63.6,57.0,526,4.22,4.24,2.69,2,3,6
46298,0.3,62.5,59.0,526,4.28,4.3,2.68,4,3,6
46299,0.3,62.9,57.0,526,4.26,4.29,2.69,3,5,3
46300,0.3,62.2,57.0,526,4.26,4.32,2.67,5,4,4
46301,0.3,59.8,60.0,526,4.31,4.35,2.59,4,3,6
46302,0.3,63.0,55.0,526,4.29,4.31,2.71,3,4,4
46303,0.3,61.8,58.0,526,4.28,4.33,2.66,4,6,2
46304,0.3,62.3,55.0,526,4.29,4.34,2.69,5,5,3
46305,0.3,62.3,56.0,526,4.27,4.3,2.67,5,4,4
46306,0.3,63.9,55.0,526,4.26,4.28,2.73,2,5,3
46307,0.3,60.4,61.0,526,4.3,4.34,2.61,3,5,3
46308,0.3,63.1,53.0,526,4.27,4.32,2.71,2,3,6
46309,0.3,63.9,55.0,526,4.27,4.28,2.73,2,4,4
46310,0.3,61.8,60.0,526,4.23,4.28,2.63,3,3,6
46311,0.3,61.4,54.0,526,4.33,4.37,2.67,5,5,3
46312,0.58,61.2,56.0,1755,5.41,5.39,3.3,5,4,3
46313,0.51,61.0,57.0,1756,5.15,5.18,3.15,3,5,7
46314,0.59,62.1,55.0,1757,5.37,5.41,3.35,3,5,3
46315,0.69,62.5,57.6,1757,5.66,5.72,3.55,3,3,3
46316,0.51,61.8,60.0,1757,5.08,5.12,3.15,5,5,4
46317,0.6,60.1,61.0,1757,5.44,5.5,3.29,2,5,4
46318,0.51,62.7,56.0,1758,5.14,5.1,3.21,5,5,6
46319,0.5,60.8,56.0,1758,5.14,5.16,3.13,3,4,7
46321,0.58,63.1,56.0,1758,5.26,5.33,3.34,2,4,6
46322,0.51,61.8,58.0,1758,5.13,5.09,3.16,4,5,6
46323,0.52,62.4,55.1,1758,5.11,5.15,3.2,5,5,4
46324,0.56,63.0,59.0,1758,5.24,5.27,3.31,2,5,5
46325,0.5,62.8,58.0,1758,5.03,5.0,3.15,4,4,7
46326,0.58,62.6,59.0,1758,5.31,5.27,3.31,4,7,2
46327,0.58,63.0,57.0,1758,5.34,5.29,3.35,5,7,2
46328,0.58,61.9,56.0,1758,5.38,5.34,3.32,5,4,4
46329,0.58,61.6,55.0,1758,5.38,5.33,3.3,5,3,6
46330,0.58,61.5,55.0,1758,5.39,5.34,3.3,5,3,6
46331,0.51,62.0,61.0,1758,5.14,5.11,3.18,4,5,6
46332,0.5,63.7,56.0,1758,5.09,5.05,3.23,2,4,7
46333,0.5,63.4,56.0,1758,5.1,5.05,3.22,3,4,7
46334,0.5,63.3,54.0,1758,5.07,5.04,3.2,3,4,7
46335,0.5,63.4,57.0,1758,5.09,5.04,3.21,3,4,7
46336,0.7,62.3,56.0,1758,5.68,5.62,3.52,5,3,6
46337,0.7,56.9,63.0,1758,5.78,5.71,3.27,2,2,6
46338,0.71,59.6,63.0,1758,5.8,5.71,3.44,3,2,7
46339,0.9,66.9,63.0,1758,6.04,5.91,4.0,1,1,3
46340,0.57,61.5,57.0,1759,5.35,5.38,3.3,5,4,3
46341,0.58,61.1,57.0,1759,5.38,5.42,3.3,5,5,3
46342,0.5,61.9,54.1,1759,5.09,5.15,3.17,5,5,6
46344,0.57,61.9,56.0,1759,5.33,5.37,3.31,5,3,5
46345,0.61,59.0,57.0,1759,5.54,5.57,3.28,2,3,7
46346,0.5,62.2,56.0,1760,5.02,5.11,3.15,5,6,4
46347,0.71,61.0,61.0,1760,5.66,5.71,3.47,3,3,1
46348,0.57,59.8,59.0,1760,5.4,5.37,3.22,4,4,5
46349,0.58,61.2,56.0,1760,5.37,5.41,3.3,5,4,4
46350,0.52,61.5,56.0,1760,5.16,5.18,3.18,5,4,6
46351,0.51,57.9,63.0,1760,5.24,5.39,3.08,2,5,6
46352,0.63,57.3,62.5,1760,5.65,5.7,3.25,1,5,3
46353,0.57,62.1,55.0,1760,5.35,5.31,3.31,5,4,5
46354,0.57,62.3,55.0,1760,5.36,5.3,3.32,5,4,5
46355,0.57,62.0,54.0,1760,5.34,5.31,3.3,4,4,5
46356,0.54,62.2,56.0,1760,5.23,5.19,3.24,5,5,4
46357,0.54,60.7,56.0,1760,5.32,5.29,3.22,4,4,6
46358,0.54,63.1,58.0,1760,5.21,5.13,3.26,3,4,6
46359,0.54,61.6,58.0,1760,5.25,5.21,3.22,4,5,4
46360,0.54,61.1,60.0,1760,5.28,5.23,3.21,4,5,4
46361,0.57,60.4,60.0,1760,5.36,5.31,3.22,4,4,5
46362,0.57,59.5,60.0,1760,5.44,5.35,3.21,4,4,5
46363,0.71,60.1,57.0,1761,5.79,5.76,3.47,5,1,5
46364,0.58,61.9,55.0,1761,5.33,5.36,3.31,5,4,4
46365,0.58,60.0,56.0,1761,5.45,5.48,3.28,5,4,4
46366,0.56,62.6,56.0,1761,5.28,5.3,3.31,5,4,5
46367,0.58,62.1,55.0,1761,5.35,5.34,3.32,5,4,6
46368,0.51,62.2,56.0,1762,5.1,5.13,3.18,3,6,4
46369,0.54,60.9,55.0,1762,5.28,5.3,3.22,5,5,3
46370,0.72,66.1,55.0,1762,5.51,5.56,3.66,1,2,1
46371,0.55,61.5,57.0,1763,5.23,5.28,3.23,5,5,4
46372,0.7,61.6,63.0,1763,5.59,5.68,3.47,2,3,2
46373,0.7,62.8,59.0,1763,5.63,5.67,3.55,3,3,2
46374,0.54,60.9,56.0,1763,5.3,5.27,3.22,5,4,7
46375,0.54,62.5,55.0,1763,5.21,5.26,3.27,5,8,2
46376,0.57,62.0,58.0,1763,5.38,5.33,3.32,4,4,6
46377,0.59,62.0,58.0,1764,5.35,5.42,3.34,3,4,5
46378,0.71,61.1,58.0,1764,5.67,5.76,3.49,3,2,1
46379,0.5,62.8,57.0,1764,5.05,5.07,3.18,3,6,4
46380,0.5,63.6,57.0,1764,5.04,5.08,3.22,2,6,4
46381,0.55,61.5,57.0,1764,5.23,5.27,3.23,5,5,6
46382,0.7,60.6,58.0,1764,5.73,5.82,3.5,4,6,1
46383,0.37,61.3,56.0,1764,4.6,4.63,2.83,5,7,7
46384,0.58,62.3,57.0,1764,5.33,5.36,3.33,5,5,3
46385,0.5,60.6,59.0,1764,5.19,5.14,3.13,4,5,5
46386,0.72,59.1,61.0,1764,5.89,5.85,3.47,4,2,4
46387,0.72,62.7,57.0,1764,5.74,5.7,3.59,4,2,4
46388,0.5,59.9,60.0,1764,5.15,5.13,3.08,5,3,7
46389,0.54,62.4,56.0,1765,5.23,5.19,3.25,5,4,6
46390,0.51,60.2,56.0,1765,5.22,5.24,3.15,5,5,5
46391,0.5,62.1,57.0,1766,5.06,5.09,3.15,5,6,4
46392,0.5,61.8,54.0,1766,5.11,5.15,3.17,5,6,4
46393,0.51,62.2,56.0,1766,5.12,5.14,3.19,5,7,3
46394,0.6,61.4,55.0,1766,5.46,5.49,3.36,5,3,3
46395,0.62,59.8,60.0,1766,5.56,5.51,3.31,4,3,5
46396,0.53,59.4,58.0,1766,5.32,5.28,3.15,4,5,5
46397,0.55,59.3,57.0,1767,5.43,5.39,3.21,5,4,6
46398,0.51,60.5,56.0,1767,5.21,5.2,3.15,5,4,7
46399,0.52,59.6,58.0,1767,5.21,5.26,3.12,3,5,6
46400,0.52,62.1,53.8,1767,5.17,5.19,3.21,5,7,3
46401,0.52,62.1,56.0,1767,5.14,5.2,3.2,5,5,5
46402,0.7,61.4,55.0,1767,5.72,5.75,3.52,5,2,1
46403,0.63,62.9,54.0,1767,5.47,5.56,3.47,2,5,3
46404,0.54,57.9,60.0,1767,5.36,5.39,3.11,2,3,7
46405,0.52,61.0,57.0,1767,5.21,5.19,3.17,5,4,6
46406,0.52,61.3,55.0,1767,5.22,5.19,3.19,5,4,6
46407,0.52,61.5,56.0,1767,5.17,5.14,3.17,5,4,6
46408,0.55,61.0,56.0,1768,5.31,5.28,3.23,5,4,7
46409,0.51,60.9,56.0,1768,5.17,5.21,3.16,3,6,4
46410,0.51,62.6,59.0,1768,5.08,5.11,3.19,3,6,4
46411,0.5,60.8,55.0,1768,5.19,5.16,3.15,5,4,6
46412,0.5,60.8,57.0,1768,5.16,5.13,3.13,5,4,6
46413,0.66,61.3,57.2,1769,5.59,5.66,3.45,3,2,6
46414,0.53,61.6,57.0,1769,5.15,5.2,3.19,5,4,4
46416,0.53,60.9,57.0,1769,5.21,5.24,3.18,5,3,6
46417,0.53,64.3,58.0,1769,5.11,5.15,3.3,2,6,4
46418,0.59,61.5,58.0,1769,5.45,5.41,3.34,4,4,5
46419,0.56,61.1,57.0,1770,5.33,5.38,3.27,3,4,6
46420,0.56,61.8,55.0,1770,5.29,5.33,3.28,5,5,3
46421,0.54,58.3,61.0,1770,5.38,5.32,3.12,4,3,7
46423,0.54,60.0,59.0,1770,5.3,5.23,3.16,4,5,5
46424,0.62,62.9,58.0,1770,5.41,5.37,3.39,4,5,4
46425,0.59,61.1,57.0,1771,5.39,5.48,3.32,3,6,3
46426,0.7,64.2,58.0,1771,5.59,5.62,3.6,2,3,3
46427,0.54,60.2,61.0,1771,5.27,5.32,3.19,2,4,6
46428,0.6,59.4,60.0,1771,5.57,5.51,3.29,4,3,6
46429,0.59,63.1,61.0,1771,5.35,5.3,3.36,3,3,7
46431,0.54,60.9,57.0,1772,5.21,5.26,3.19,5,5,5
46432,0.6,62.1,57.0,1772,5.37,5.39,3.34,3,4,5
46433,0.53,60.4,57.0,1772,5.27,5.26,3.18,5,5,6
46435,0.53,61.6,55.7,1772,5.21,5.24,3.22,5,5,4
46436,0.6,62.9,59.0,1773,5.35,5.39,3.38,3,4,4
46437,0.52,63.5,54.0,1773,5.19,5.11,3.27,3,4,6
46438,0.61,62.0,54.4,1773,5.47,5.51,3.4,3,6,2
46440,0.54,61.8,59.0,1773,5.23,5.16,3.21,4,5,5
46441,0.96,68.9,59.0,1773,6.09,5.96,4.15,1,1,3
46442,0.71,61.7,56.0,1774,5.73,5.71,3.53,4,3,2
46443,0.51,58.6,58.0,1774,5.22,5.29,3.08,3,4,5
46444,0.52,61.8,58.0,1774,5.15,5.2,3.2,4,4,7
46445,0.52,61.0,57.0,1774,5.18,5.21,3.17,5,4,7
46446,0.52,62.1,57.0,1774,5.13,5.17,3.2,5,4,7
46448,0.54,61.9,54.0,1774,5.22,5.25,3.24,5,7,3
46449,0.59,62.1,57.0,1774,5.36,5.39,3.34,5,4,4
46450,0.54,61.6,56.0,1774,5.24,5.28,3.24,5,4,6
46451,0.54,61.1,57.0,1774,5.28,5.3,3.23,5,5,5
46452,0.6,61.1,57.0,1774,5.39,5.51,3.33,5,3,7
46453,0.71,63.6,63.0,1774,5.64,5.61,3.58,2,3,2
46454,0.71,60.0,64.0,1774,5.79,5.71,3.45,2,3,2
46455,0.57,60.4,57.0,1775,5.38,5.35,3.24,4,4,7
46456,0.5,62.8,59.0,1775,5.09,5.0,3.17,4,5,6
46457,0.7,62.0,62.0,1775,5.63,5.59,3.48,4,4,1
46458,0.53,62.2,56.0,1775,5.16,5.2,3.22,5,7,3
46459,0.53,60.2,56.0,1775,5.22,5.28,3.16,2,5,7
46460,0.63,58.5,61.0,1775,5.64,5.58,3.28,4,2,6
46461,0.7,63.4,59.0,1775,5.66,5.57,3.56,3,2,2
46462,0.58,60.9,56.0,1776,5.42,5.39,3.29,5,2,5
46463,0.53,63.2,56.0,1776,5.14,5.18,3.26,2,5,6
46464,0.53,63.0,56.0,1776,5.13,5.16,3.24,3,5,6
46465,0.51,61.8,55.0,1776,5.15,5.18,3.19,5,7,3
46466,0.51,61.4,55.0,1776,5.13,5.16,3.16,5,7,3
46467,0.53,62.8,57.0,1776,5.19,5.16,3.25,5,4,6
46468,0.29,55.8,60.0,1776,4.48,4.41,2.48,1,3,5
46469,0.6,62.0,55.0,1777,5.36,5.44,3.35,3,3,7
46470,0.6,60.3,58.0,1777,5.44,5.51,3.3,3,3,7
46471,0.55,61.6,56.1,1777,5.29,5.31,3.27,3,4,5
46472,0.55,62.1,55.4,1777,5.25,5.27,3.26,3,4,5
46473,0.54,60.3,57.0,1777,5.28,5.3,3.19,5,3,6
46474,0.58,59.0,62.0,1777,5.44,5.48,3.22,2,5,4
46475,0.56,63.1,57.0,1777,5.22,5.19,3.29,3,3,7
46476,0.62,63.0,59.0,1777,5.43,5.39,3.41,4,3,5
46477,0.9,61.3,59.0,1777,6.2,6.15,3.78,4,1,4
46478,0.62,62.0,59.0,1777,5.48,5.45,3.39,4,2,7
46479,0.57,62.1,55.0,1778,5.37,5.33,3.32,5,4,6
46480,0.46,62.2,56.0,1778,4.94,4.97,3.08,3,7,7
46481,0.54,59.9,57.0,1778,5.35,5.3,3.19,3,5,5
46482,0.51,61.6,59.0,1778,5.1,5.12,3.15,3,5,6
46483,0.52,61.2,57.0,1778,5.16,5.2,3.17,5,5,5
46484,0.52,60.4,57.0,1778,5.2,5.23,3.15,5,7,3
46485,0.52,62.0,57.0,1778,5.13,5.16,3.19,5,5,5
46486,0.52,62.3,55.0,1778,5.16,5.21,3.23,5,5,5
46487,0.52,62.2,55.0,1778,5.14,5.18,3.21,5,5,5
46488,0.5,60.4,61.0,1778,5.12,5.14,3.1,3,6,5
46489,0.52,61.7,56.0,1778,5.14,5.17,3.18,3,5,5
46490,0.4,61.7,55.0,1778,4.74,4.76,2.93,5,7,6
46491,0.4,61.3,56.0,1778,4.75,4.78,2.92,5,7,6
46492,0.54,61.5,55.0,1778,5.24,5.26,3.23,5,3,6
46493,0.46,60.7,62.0,1778,4.97,5.01,3.03,2,6,6
46494,0.57,63.0,59.0,1778,5.29,5.25,3.32,4,4,6
46495,0.53,62.3,67.0,1778,5.22,5.11,3.22,1,5,6
46496,0.56,60.8,56.0,1778,5.33,5.3,3.23,5,4,5
46497,0.56,59.6,58.0,1778,5.36,5.34,3.19,4,4,5
46498,0.5,61.0,56.0,1779,5.13,5.14,3.13,5,6,4
46499,0.51,62.4,57.0,1779,5.09,5.13,3.19,5,5,7
46500,0.51,62.5,57.0,1779,5.08,5.13,3.19,5,5,7
46501,0.57,61.0,55.0,1779,5.38,5.41,3.29,5,8,2
46502,0.47,61.9,55.0,1779,4.98,5.0,3.09,5,7,5
46503,0.62,62.4,53.0,1779,5.47,5.5,3.42,5,3,6
46504,0.63,61.1,56.0,1779,5.52,5.58,3.39,5,3,7
46505,0.47,60.6,55.0,1780,5.05,5.09,3.07,3,7,4
46506,0.51,61.2,55.0,1780,5.17,5.19,3.17,5,5,3
46507,0.66,60.9,55.0,1780,5.63,5.7,3.45,5,3,3
46508,0.53,60.8,56.0,1781,5.24,5.26,3.19,5,7,3
46509,0.53,61.3,56.0,1781,5.21,5.23,3.2,5,7,3
46510,0.53,61.3,56.0,1781,5.22,5.24,3.21,5,7,3
46511,0.51,62.7,54.0,1781,5.1,5.08,3.19,5,5,4
46512,0.51,59.7,57.0,1781,5.25,5.2,3.12,5,5,4
46513,0.51,62.2,55.0,1781,5.14,5.11,3.19,5,5,4
46514,0.51,61.0,55.0,1781,5.21,5.11,3.15,5,5,4
46515,0.51,61.1,58.0,1781,5.19,5.12,3.15,4,5,4
46516,0.51,61.7,55.0,1781,5.17,5.14,3.18,5,5,4
46517,0.51,62.1,55.0,1781,5.17,5.14,3.2,5,5,4
46518,0.51,62.3,58.0,1781,5.13,5.08,3.18,4,5,4
46519,0.51,62.1,60.0,1781,5.11,5.1,3.17,4,5,4
46520,0.51,61.9,56.0,1781,5.14,5.1,3.17,5,5,4
46521,0.51,62.7,56.0,1781,5.1,5.08,3.19,5,5,4
46522,0.51,62.9,58.0,1781,5.1,5.05,3.19,4,5,4
46523,0.51,62.0,52.0,1781,5.37,5.05,3.23,4,5,4
46524,0.51,62.0,56.0,1781,5.16,5.06,3.17,5,5,4
46525,0.51,62.5,57.0,1781,5.14,5.07,3.19,5,5,4
46526,0.51,60.5,56.0,1781,5.24,5.18,3.15,4,4,6
46527,0.51,60.3,59.0,1781,5.22,5.2,3.14,4,4,6
46528,0.51,61.9,55.0,1781,5.17,5.13,3.19,5,4,6
46529,0.51,61.7,54.0,1781,5.18,5.13,3.18,5,4,6
46530,0.51,60.4,57.0,1781,5.18,5.15,3.12,5,4,6
46531,0.51,60.9,56.0,1781,5.2,5.15,3.15,5,4,6
46532,0.51,61.4,57.0,1781,5.16,5.13,3.16,5,4,6
46533,0.51,61.3,58.0,1781,5.15,5.13,3.15,4,4,6
46534,0.51,61.0,60.0,1781,5.17,5.12,3.14,4,4,6
46536,0.51,61.9,56.0,1781,5.16,5.12,3.18,5,4,6
46537,0.51,61.8,56.0,1781,5.14,5.12,3.17,5,4,6
46539,0.51,62.0,56.0,1781,5.15,5.11,3.18,5,4,6
46540,0.51,62.4,57.0,1781,5.13,5.1,3.19,5,4,6
46541,0.51,61.5,57.0,1781,5.12,5.09,3.14,5,4,6
46542,0.51,62.5,55.0,1781,5.13,5.08,3.19,5,4,6
46543,0.51,63.3,56.0,1781,5.12,5.08,3.23,3,4,6
46544,0.51,62.6,55.0,1781,5.11,5.08,3.19,5,4,6
46545,0.51,61.9,59.0,1781,5.11,5.06,3.15,4,4,6
46546,0.51,62.5,59.0,1781,5.11,5.06,3.18,4,4,6
46547,0.51,62.2,57.0,1781,5.11,5.08,3.17,5,4,6
46548,0.51,61.8,57.0,1781,5.15,5.14,3.18,5,4,6
46549,0.51,56.6,59.0,1781,5.37,5.26,3.01,2,4,6
46550,0.51,60.5,63.0,1781,5.17,5.11,3.11,3,4,5
46551,0.51,62.3,59.0,1781,5.12,5.06,3.17,4,5,4
46552,0.7,62.2,56.0,1782,5.67,5.71,3.54,5,5,1
46553,0.59,61.3,56.0,1782,5.38,5.42,3.31,5,3,4
46554,0.53,61.4,56.0,1783,5.21,5.18,3.19,5,4,7
46555,0.53,61.0,56.0,1783,5.29,5.26,3.22,5,4,7
46556,0.53,62.4,59.0,1783,5.14,5.18,3.22,4,4,7
46557,0.53,60.9,57.0,1783,5.17,5.24,3.17,5,4,7
46558,0.59,61.4,55.0,1783,5.41,5.43,3.33,5,3,7
46559,0.71,57.5,58.0,1783,5.91,5.89,3.39,2,2,6
46560,0.71,57.5,58.0,1783,5.91,5.89,3.39,2,2,6
46561,0.5,61.6,58.0,1784,5.07,5.09,3.13,3,6,4
46563,0.5,62.7,54.0,1784,5.05,5.09,3.18,5,6,4
46564,0.52,61.6,56.0,1784,5.15,5.18,3.18,5,6,4
46565,0.52,57.2,59.0,1784,5.35,5.39,3.07,1,5,5
46566,0.56,62.8,58.0,1784,5.31,5.26,3.32,5,3,6
46567,1.0,65.0,59.0,1784,6.27,6.17,4.05,1,1,1
46568,0.57,61.0,57.0,1785,5.33,5.35,3.26,3,4,6
46569,0.56,58.5,59.0,1785,5.42,5.45,3.18,3,3,6
46570,0.58,60.2,58.0,1785,5.37,5.46,3.26,3,3,7
46571,0.72,62.0,58.0,1785,5.74,5.77,3.57,4,3,1
46572,0.61,60.2,61.0,1785,5.47,5.52,3.3,2,5,4
46573,0.81,61.5,60.0,1786,5.94,5.9,3.64,4,2,2
46574,0.55,60.5,58.0,1786,5.26,5.32,3.2,4,4,6
46575,0.55,61.6,55.0,1786,5.29,5.32,3.27,5,5,4
46576,0.55,60.9,55.0,1786,5.29,5.32,3.23,5,5,4
46577,0.55,61.4,57.0,1786,5.27,5.29,3.24,3,4,6
46578,0.55,62.0,57.0,1786,5.25,5.3,3.27,3,5,4
46579,0.55,61.5,56.0,1786,5.25,5.28,3.24,3,4,6
46580,0.53,60.9,56.0,1786,5.27,5.28,3.21,5,4,6
46581,0.64,61.8,60.3,1786,5.47,5.53,3.4,2,5,3
46582,0.54,60.6,60.0,1786,5.31,5.29,3.21,4,6,3
46583,0.54,59.4,57.0,1786,5.35,5.29,3.16,4,4,5
46584,0.54,59.5,58.0,1786,5.36,5.29,3.17,4,4,5
46585,0.54,60.3,55.0,1786,5.32,5.26,3.19,5,4,5
46586,0.54,60.1,56.0,1786,5.31,5.28,3.18,5,4,5
46587,0.54,61.4,57.0,1786,5.25,5.2,3.21,5,4,5
46588,0.54,62.2,57.0,1786,5.24,5.21,3.25,5,4,5
46589,0.54,61.8,58.0,1786,5.29,5.22,3.25,4,4,5
46591,0.54,60.8,57.0,1786,5.31,5.25,3.21,5,3,7
46592,0.54,60.7,56.0,1786,5.3,5.27,3.21,5,3,7
46593,0.54,62.1,56.0,1786,5.25,5.21,3.25,5,3,7
46594,0.54,60.4,60.0,1786,5.24,5.22,3.16,4,3,7
46595,0.54,62.1,56.0,1786,5.25,5.22,3.25,4,3,7
46596,0.54,61.5,56.0,1786,5.25,5.23,3.22,5,3,7
46597,0.54,62.0,55.0,1786,5.24,5.21,3.24,4,3,7
46598,0.54,62.1,58.0,1786,5.23,5.21,3.24,4,3,7
46599,0.54,62.4,57.0,1786,5.23,5.19,3.25,5,3,7
46600,0.54,62.9,57.0,1786,5.22,5.17,3.27,5,3,7
46601,0.54,63.2,55.0,1786,5.21,5.17,3.28,3,4,7
46602,0.9,67.2,60.0,1786,5.96,5.88,3.98,1,1,2
46603,0.5,61.4,56.0,1787,5.11,5.15,3.15,5,6,4
46604,0.51,62.7,55.0,1787,5.09,5.12,3.2,5,4,7
46605,0.51,60.5,60.0,1787,5.16,5.19,3.13,3,4,7
46607,0.51,61.8,55.0,1787,5.15,5.18,3.19,5,4,7
46608,0.51,61.8,55.0,1787,5.1,5.16,3.17,5,4,7
46609,0.51,61.9,56.0,1787,5.11,5.14,3.17,5,4,7
46610,0.51,62.3,55.0,1787,5.12,5.19,3.21,5,4,7
46611,0.51,62.3,57.0,1787,5.09,5.12,3.18,5,4,7
46612,0.3,61.4,59.0,526,4.3,4.33,2.65,4,5,3
46613,0.3,62.2,60.0,526,4.24,4.25,2.64,3,4,4
46614,0.3,61.6,55.0,526,4.27,4.3,2.64,5,5,3
46615,0.3,62.5,58.0,526,4.27,4.34,2.69,4,5,3
46616,0.3,62.2,60.0,526,4.23,4.29,2.65,4,5,3
46617,0.3,62.6,59.0,526,4.26,4.3,2.68,4,5,3
46618,0.3,60.0,60.0,526,4.36,4.38,2.62,4,3,6
46619,0.3,62.2,57.0,526,4.28,4.3,2.67,5,5,3
46621,0.3,60.6,56.0,526,4.35,4.37,2.64,3,3,6
46622,0.3,62.7,55.0,526,4.25,4.3,2.68,5,5,3
46623,0.3,62.9,56.0,526,4.25,4.3,2.69,3,3,6
46624,0.3,63.1,57.0,526,4.24,4.28,2.69,2,4,4
46625,0.3,62.9,56.0,526,4.24,4.31,2.69,3,3,6
46626,0.3,62.7,60.0,526,4.24,4.28,2.67,3,3,6
46627,0.3,63.7,59.0,526,4.21,4.27,2.7,2,3,6
46628,0.3,61.3,56.0,526,4.28,4.3,2.63,5,4,4
46629,0.3,63.7,58.0,526,4.24,4.27,2.71,2,3,6
46630,0.3,61.7,58.0,526,4.28,4.37,2.67,4,6,2
46631,0.3,63.2,56.0,526,4.27,4.3,2.71,2,3,6
46632,0.3,60.1,63.0,526,4.28,4.31,2.58,3,6,2
46634,0.3,61.3,60.0,526,4.24,4.28,2.61,4,3,6
46635,0.4,61.4,58.0,526,4.76,4.79,2.93,3,3,1
46636,0.3,60.6,58.0,526,4.3,4.34,2.62,4,3,6
46637,0.3,62.1,60.0,526,4.27,4.29,2.66,3,3,6
46639,0.3,61.9,58.0,526,4.27,4.33,2.66,3,3,6
46640,0.3,63.0,55.0,526,4.29,4.31,2.71,3,4,4
46641,0.3,63.3,57.0,526,4.22,4.25,2.68,2,5,3
46642,0.51,59.7,58.0,1787,5.18,5.24,3.11,4,4,7
46643,0.51,61.5,57.0,1787,5.11,5.14,3.15,5,4,7
46644,0.51,61.9,57.0,1787,5.09,5.15,3.17,5,4,7
46645,0.51,61.9,57.0,1787,5.11,5.13,3.17,5,4,7
46646,0.51,61.2,55.0,1787,5.16,5.18,3.16,5,4,7
46647,0.51,61.7,55.0,1787,5.11,5.14,3.16,5,4,7
46648,0.51,62.1,56.0,1787,5.11,5.16,3.19,5,4,7
46649,0.51,61.6,56.0,1787,5.15,5.17,3.18,5,4,7
46650,0.51,62.4,55.0,1787,5.11,5.14,3.2,5,4,7
46651,0.51,61.5,55.0,1787,5.13,5.18,3.17,5,4,7
46652,0.51,61.9,55.0,1787,5.11,5.13,3.17,5,4,7
46653,0.51,61.2,55.0,1787,5.13,5.17,3.15,5,4,7
46654,0.51,60.9,56.0,1787,5.16,5.19,3.15,5,4,7
46655,0.56,62.7,56.0,1787,5.25,5.3,3.31,5,5,5
46656,0.56,62.3,55.0,1787,5.26,5.3,3.29,5,7,3
46657,0.97,68.5,54.0,1787,6.26,6.05,4.22,1,1,5
46658,0.7,61.7,59.0,1788,5.64,5.67,3.49,3,2,1
46659,0.72,60.1,58.0,1788,5.79,5.82,3.49,3,2,1
46660,0.71,62.6,63.0,1788,5.54,5.61,3.49,2,3,2
46661,0.57,64.5,61.0,1788,5.23,5.19,3.36,1,5,5
46662,0.59,62.3,55.0,1789,5.39,5.43,3.37,3,4,6
46663,0.59,61.5,56.0,1789,5.38,5.42,3.32,5,4,6
46664,0.59,62.6,54.0,1789,5.38,5.32,3.35,5,4,4
46665,0.59,61.1,57.0,1789,5.43,5.4,3.31,4,4,4
46666,0.59,61.8,60.0,1789,5.39,5.33,3.31,4,3,6
46667,0.59,62.4,55.0,1789,5.39,5.34,3.35,5,3,6
46668,0.59,61.4,56.0,1789,5.39,5.36,3.3,5,3,6
46669,0.59,62.0,55.0,1789,5.4,5.37,3.34,5,3,6
46670,0.59,62.9,57.0,1789,5.36,5.33,3.36,5,3,6
46671,0.99,73.6,60.0,1789,6.01,5.8,4.35,1,1,1
46672,0.58,63.0,57.0,1790,5.31,5.35,3.36,3,7,2
46673,0.7,62.7,56.0,1790,5.67,5.71,3.57,5,6,1
46674,0.7,62.8,57.0,1790,5.58,5.66,3.53,2,2,3
46675,0.7,62.8,59.0,1790,5.59,5.65,3.53,2,3,2
46676,0.7,61.3,57.0,1790,5.72,5.75,3.52,5,3,2
46677,0.7,58.2,63.0,1790,5.82,5.79,3.38,3,2,4
